fid,name,name_en,name_he,name_cn,level1,level2,level3,level4,level5,level6,level7,level8,level9
6571,guojiang,,,果酱,,,guojiang,,,,,,
7364,guoliaodianfen,,,裹料淀粉,,,guoliaodianfen,,,,,,
5396,guoshuzishufen,,,果蔬紫薯粉,,,guoshuzishufen,,,,,,
6010,guozhafen,,,裹炸粉,,,guozhafen,,,,,,
6317,guozhentianchengwei,,,果珍甜橙味,,,guozhentianchengwei,,,,,,
4748,gutang,,,骨汤,,,gutang,,,,,,
5056,gutoutang,,,骨头汤,,,gutoutang,,,,,,
6157,guwumaipian,,,谷物麦片,,,guwumaipian,,,,,,
5351,haicai,,,海菜,,,haicai,,,,,,
5068,haidaikou,,,海带扣,,,haidaikou,,,,,,
5429,haidaisi,,,海带丝,,,haidaisi,,,,,,
4829,haidiye,,,海底椰,,,haidiye,,,,,,
5823,haihong,,,海虹,,,haihong,,,,,,
6701,haihongrou,,,海虹肉,,,haihongrou,,,,,,
7356,haijiaofen,,,海椒粉,,,haijiaofen,,,,,,
6682,haimi,,,海米,,,haimi,,,,,,
6751,haimiandangao,,,海绵蛋糕,,,haimiandangao,,,,,,
5004,hainanhuangdenglonglajiaojiang,,,海南黄灯笼辣椒酱,,,hainanhuangdenglonglajiaojiang,,,,,,
5154,haitaifen,,,海苔粉,,,haitaifen,,,,,,
5985,haitairousong,,,海苔肉松,,,haitairousong,,,,,,
4783,haitaisui,,,海苔碎,,,haitaisui,,,,,,
4710,haitaisuipiangualiang,,,海苔碎片适量,,,haitaisuipiangualiang,,,,,,
6043,haitianciyou,,,海天蚝油,,,haitianciyou,,,,,,
6888,haitianhaixianjiangyou,,,海天海鲜酱油,,,haitianhaixianjiangyou,,,,,,
5376,haitianhuangdoujiang,,,海天黄豆酱,,,haitianhuangdoujiang,,,,,,
4951,haitianjiangyou,,,海天酱油,,,haitianjiangyou,,,,,,
6833,haitianlaochou,,,海天老抽,,,haitianlaochou,,,,,,
7164,haiweidianzhanxianludiaoweiliao,,,海味点蘸鲜露调味料,,,haiweidianzhanxianludiaoweiliao,,,,,,
5162,haixiangu,,,海鲜菇,,,haixiangu,,,,,,
6408,haixianjiangyou,,,海鲜酱油,,,haixianjiangyou,,,,,,
7170,haiyan,,,海盐,,,haiyan,,,,,,
5869,haizao,,,海藻,,,haizao,,,,,,
5643,haizhe,,,海蜇,,,haizhe,,,,,,
5756,haligan,,,蛤蜊干,,,haligan,,,,,,
7276,hamigua1,,,哈密瓜,,,hamigua1,,,,,,
5423,handandoubanjiang,,,邯郸豆瓣酱,,,handandoubanjiang,,,,,,
5761,hangjiao,,,杭椒,,,hangjiao,,,,,,
5109,hanguodajiang,,,韩国大酱,,,hanguodajiang,,,,,,
7123,hanguolajiang,,,韩国辣酱,,,hanguolajiang,,,,,,
5349,hanguolajiaojiang,,,韩国辣椒酱,,,hanguolajiaojiang,,,,,,
4634,hanguopaocai,,,韩国泡菜,,,hanguopaocai,,,,,,
5541,hanguoshuiyi,,,韩国水饴,,,hanguoshuiyi,,,,,,
6057,hanguoyoushatang,,,韩国幼砂糖,,,hanguoyoushatang,,,,,,
6533,hanshidajiang,,,韩式大酱,,,hanshidajiang,,,,,,
6583,hanshilajiang,,,韩式辣酱,,,hanshilajiang,,,,,,
5027,hanshilajiaojiang,,,韩式辣椒酱,,,hanshilajiaojiang,,,,,,
5327,hanshipaocai,,,韩式泡菜,,,hanshipaocai,,,,,,
5373,hanshiroujiang,,,韩式肉酱,,,hanshiroujiang,,,,,,
4636,haosheng,,,毫升,,,haosheng,,,,,,
4912,haoshibaimengduokali,,,好侍百梦多咖喱,,,haoshibaimengduokali,,,,,,
5273,haoshiqiaokeli,,,好时巧克力,,,haoshiqiaokeli,,,,,,
4900,haoyou,,,蠔油,,,haoyou,,,,,,
6633,haoyou1,,,耗油,,,haoyou1,,,,,,
6815,haozigan,,,蒿子秆,,,haozigan,,,,,,
7291,heibaihujiao,,,黑白胡椒,,,heibaihujiao,,,,,,
4747,heibaiqiaokeli,,,黑白巧克力,,,heibaiqiaokeli,,,,,,
5057,heibulin,,,黑布林,,,heibulin,,,,,,
5915,heicuxiaopai,,,黑醋小排,,,heicuxiaopai,,,,,,
7248,heidatou,,,黑大头,,,heidatou,,,,,,
5474,heidoufu,,,黑豆腐,,,heidoufu,,,,,,
5919,heidoushi,,,黑豆豉,,,heidoushi,,,,,,
5502,heidouya,,,黑豆芽,,,heidouya,,,,,,
6188,heiganlan,,,黒橄榄,,,heiganlan,,,,,,
6568,heiganlan1,,,黑橄榄,,,heiganlan1,,,,,,
6688,heihujiao,,,黑胡椒,,,heihujiao,,,,,,
6271,heihujiaodiaoweiliao,,,黑胡椒调味料,,,heihujiaodiaoweiliao,,,,,,
5939,heihujiaoguo,,,黑胡椒果,,,heihujiaoguo,,,,,,
6859,heihujiaojiang,,,黑胡椒酱,,,heihujiaojiang,,,,,,
6351,heihujiaoli,,,黑胡椒粒,,,heihujiaoli,,,,,,
7140,heihujiaomo,,,黑胡椒末,,,heihujiaomo,,,,,,
5226,heihujiaoniuroujiang,,,黑胡椒牛肉酱,,,heihujiaoniuroujiang,,,,,,
6028,heihujiaosui,,,黑胡椒碎,,,heihujiaosui,,,,,,
6634,heihujiaoxisui,,,黑胡椒细碎,,,heihujiaoxisui,,,,,,
5049,heihujiaozhi,,,黑胡椒汁,,,heihujiaozhi,,,,,,
5363,heijialun,,,黑加仑,,,heijialun,,,,,,
6863,heijialunputao,,,黑加仑葡萄,,,heijialunputao,,,,,,
5066,heijiao,,,黑椒,,,heijiao,,,,,,
7317,heijiaofen,,,黑椒粉,,,heijiaofen,,,,,,
5381,heijiaojiang,,,黑椒酱,,,heijiaojiang,,,,,,
6747,heijiaoniupaijiang,,,黑椒牛排酱,,,heijiaoniupaijiang,,,,,,
4716,heijiaosui,,,黑椒碎,,,heijiaosui,,,,,,
4880,heijiaozhi,,,黑椒汁,,,heijiaozhi,,,,,,
6029,heilangmujiu,,,黑朗姆酒,,,heilangmujiu,,,,,,
6918,heimaifen,,,黑麦粉,,,heimaifen,,,,,,
7080,heimaipian,,,黑麦片,,,heimaipian,,,,,,
5776,heimijianbing,,,黑米煎饼,,,heimijianbing,,,,,,
6668,heimimian,,,黑米面,,,heimimian,,,,,,
6006,heimimianfen,,,黑米面粉,,,heimimianfen,,,,,,
7237,heimuer,,,黑木耳,,,heimuer,,,,,,
6656,heipijiu,,,黑啤酒,,,heipijiu,,,,,,
5201,heisongluyou,,,黑松露油,,,heisongluyou,,,,,,
7340,heiti,,,黑提,,,heiti,,,,,,
5362,heitizi,,,黒提子,,,heitizi,,,,,,
5735,heituiji,,,黑腿鸡,,,heituiji,,,,,,
6038,heiyu,,,黑鱼,,,heiyu,,,,,,
5768,heizhima,,,黑芝麻,,,heizhima,,,,,,
6180,heizhimahetaoren,,,黑芝麻核桃仁,,,heizhimahetaoren,,,,,,
5485,heizhimaxian,,,黑芝麻馅,,,heizhimaxian,,,,,,
6826,heizhimayou,,,黑芝麻油,,,heizhimayou,,,,,,
5509,hemianyongqingshui,,,和面用清水,,,hemianyongqingshui,,,,,,
4684,hengshifanqiejiang,,,亨氏番茄酱,,,hengshifanqiejiang,,,,,,
7234,hengshiheihujiaojiang,,,亨氏黑胡椒酱,,,hengshiheihujiaojiang,,,,,,
5574,henhujiaofen,,,很胡椒粉,,,henhujiaofen,,,,,,
6660,heranertongyoujijiangyou,,,禾然儿童有机酱油,,,heranertongyoujijiangyou,,,,,,
5204,hetaomo,,,核桃末,,,hetaomo,,,,,,
5944,hetaoren,,,核桃仁,,,hetaoren,,,,,,
6789,hetaosui,,,核桃碎,,,hetaosui,,,,,,
6991,hetaosuli,,,核桃酥粒,,,hetaosuli,,,,,,
4738,hetianhongzao,,,和田红枣,,,hetianhongzao,,,,,,
7247,hongbeijian,,,烘焙碱,,,hongbeijian,,,,,,
5517,hongbeiyou,,,烘焙油,,,hongbeiyou,,,,,,
6608,hongcaijiao,,,红彩椒,,,hongcaijiao,,,,,,
7368,hongcaitou,,,红菜头,,,hongcaitou,,,,,,
6563,hongcaomi,,,红糙米,,,hongcaomi,,,,,,
5137,hongchabao,,,红茶包,,,hongchabao,,,,,,
5537,hongchafen,,,红茶粉,,,hongchafen,,,,,,
6488,hongchang,,,红肠,,,hongchang,,,,,,
5058,hongchaxie,,,红茶叶,,,hongchaxie,,,,,,
6740,hongdenglongpaolajiao,,,红灯笼泡辣椒,,,hongdenglongpaolajiao,,,,,,
6797,hongdou,,,红豆,,,hongdou,,,,,,
7394,hongdousha,,,红豆沙,,,hongdousha,,,,,,
5460,hongdoushaxian,,,红豆沙馅,,,hongdoushaxian,,,,,,
6539,hongduojiao,,,红剁椒,,,hongduojiao,,,,,,
4902,hongganlajiao,,,红干辣椒,,,hongganlajiao,,,,,,
5041,honggengmi,,,红粳米,,,honggengmi,,,,,,
5271,honghaijiao,,,红海椒,,,honghaijiao,,,,,,
6384,honghuanglajiao,,,红黄辣椒,,,honghuanglajiao,,,,,,
4955,hongjiang,,,红酱,,,hongjiang,,,,,,
5731,hongjiangyou,,,红酱油,,,hongjiangyou,,,,,,
6111,hongjianjiao,,,红尖椒,,,hongjianjiao,,,,,,
7086,hongjiao,,,红椒,,,hongjiao,,,,,,
5778,hongjiaoquan,,,红椒圈,,,hongjiaoquan,,,,,,
6354,hongjiaosi,,,红椒丝,,,hongjiaosi,,,,,,
4844,hongjiaosui,,,红椒碎,,,hongjiaosui,,,,,,
6808,hongjiu,,,红酒,,,hongjiu,,,,,,
4649,hongjiucu,,,红酒醋,,,hongjiucu,,,,,,
6756,hongjiumanyuemeixian,,,红酒蔓越莓馅,,,hongjiumanyuemeixian,,,,,,
7012,hongjiuniurou,,,红酒牛肉,,,hongjiuniurou,,,,,,
4828,honglajiao,,,红辣椒,,,honglajiao,,,,,,
6471,honglajiaofen,,,红辣椒粉,,,honglajiaofen,,,,,,
6650,honglajiaogan,,,红辣椒干,,,honglajiaogan,,,,,,
5255,honglayou,,,红辣油,,,honglayou,,,,,,
7152,hongliesiteshouhuaganluo,,,红列斯特熟化干酪,,,hongliesiteshouhuaganluo,,,,,,
7199,honglongguo,,,红龙果,,,honglongguo,,,,,,
7310,honglulajiao,,,红绿辣椒,,,honglulajiao,,,,,,
5375,hongluobuzhi,,,红萝卜汁,,,hongluobuzhi,,,,,,
6616,honglutianjiao,,,红绿甜椒,,,honglutianjiao,,,,,,
6940,hongluzhi,,,红卤汁,,,hongluzhi,,,,,,
6605,hongmifen,,,红米粉,,,hongmifen,,,,,,
5131,hongmogu,,,红蘑菇,,,hongmogu,,,,,,
6342,hongpeiyou,,,烘培油,,,hongpeiyou,,,,,,
4895,hongpiantang,,,红片糖,,,hongpiantang,,,,,,
5677,hongpili,,,红啤梨,,,hongpili,,,,,,
7379,hongpiyangcong,,,红皮洋葱,,,hongpiyangcong,,,,,,
6979,hongqufen,,,红曲粉,,,hongqufen,,,,,,
7028,hongqumi,,,红曲米,,,hongqumi,,,,,,
5434,hongqumizhi,,,红曲米汁,,,hongqumizhi,,,,,,
5305,hongsecuipingguo,,,红色脆苹果,,,hongsecuipingguo,,,,,,
5113,hongseshiyongsesu,,,红色食用色素,,,hongseshiyongsesu,,,,,,
5929,hongsesu,,,红色素,,,hongsesu,,,,,,
6624,hongshaojiangyou,,,红烧酱油,,,hongshaojiangyou,,,,,,
5203,hongshaoruangu,,,红烧软骨,,,hongshaoruangu,,,,,,
7275,hongshaozhi,,,红烧汁,,,hongshaozhi,,,,,,
5896,hongshizijiao,,,红柿子椒,,,hongshizijiao,,,,,,
6072,hongshu,,,红薯,,,hongshu,,,,,,
5499,hongshufen,,,红薯粉,,,hongshufen,,,,,,
5365,hongshufensi,,,红薯粉丝,,,hongshufensi,,,,,,
6920,hongshuni,,,红薯泥,,,hongshuni,,,,,,
4988,hongtangjiang,,,红糖浆,,,hongtangjiang,,,,,,
5157,hongtangzhuan,,,红糖砖,,,hongtangzhuan,,,,,,
7182,hongtiancaifen,,,红甜菜粉,,,hongtiancaifen,,,,,,
6956,hongtianjiao,,,红甜椒,,,hongtianjiao,,,,,,
5320,hongtiaodianfen,,,红苕淀粉,,,hongtiaodianfen,,,,,,
5978,hongxiancai,,,红苋菜,,,hongxiancai,,,,,,
4848,hongxianjiao,,,红线椒,,,hongxianjiao,,,,,,
4976,hongxiaodou,,,红小豆,,,hongxiaodou,,,,,,
5237,hongxiaomijiao,,,红小米椒,,,hongxiaomijiao,,,,,,
6064,hongxinhuolongguo,,,红心火龙果,,,hongxinhuolongguo,,,,,,
5493,hongxun,,,红鲟,,,hongxun,,,,,,
4743,hongyaodou,,,红腰豆,,,hongyaodou,,,,,,
6241,hongyou,,,红柚,,,hongyou,,,,,,
5380,hongyoudoubanjiang,,,红油豆瓣酱,,,hongyoudoubanjiang,,,,,,
6801,hongyoulazi,,,红油辣子,,,hongyoulazi,,,,,,
5242,hongyoupixian,,,红油郫县,,,hongyoupixian,,,,,,
5404,hongyu,,,红鱼,,,hongyu,,,,,,
6526,hongyuanjiao,,,红圆椒,,,hongyuanjiao,,,,,,
6648,hongyundou,,,红芸豆,,,hongyundou,,,,,,
6243,hongzao,,,红枣,,,hongzao,,,,,,
5909,hongzaodoujiang,,,红枣豆浆,,,hongzaodoujiang,,,,,,
5838,hongzaogan,,,红枣干,,,hongzaogan,,,,,,
5583,hongzaosui,,,红枣碎,,,hongzaosui,,,,,,
7078,hongzhaotianjiao,,,红朝天椒,,,hongzhaotianjiao,,,,,,
4757,houhaidai,,,厚海带,,,houhaidai,,,,,,
5135,houtougufen,,,猴头菇粉,,,houtougufen,,,,,,
5510,houtuirou,,,后腿肉,,,houtuirou,,,,,,
5663,huacai,,,花菜,,,huacai,,,,,,
5471,huadiaojiu,,,花雕酒,,,huadiaojiu,,,,,,
4786,huafubingmoju,,,华夫饼模具,,,huafubingmoju,,,,,,
5666,huagu,,,花菇,,,huagu,,,,,,
5412,huaha,,,花蛤,,,huaha,,,,,,
5863,huaishan,,,淮山,,,huaishan,,,,,,
7149,huaishanpian,,,淮山片,,,huaishanpian,,,,,,
5670,huaishanyao,,,淮山药,,,huaishanyao,,,,,,
6088,huaishanyao1,,,怀山药,,,huaishanyao1,,,,,,
5044,huajiaodaliao,,,花椒大料,,,huajiaodaliao,,,,,,
6883,huajiaoli,,,花椒粒,,,huajiaoli,,,,,,
6168,huajiaomian,,,花椒面,,,huajiaomian,,,,,,
4750,huajiaomo,,,花椒末,,,huajiaomo,,,,,,
5563,huajiaoshui,,,花椒水,,,huajiaoshui,,,,,,
5451,huajiaoxiaohui,,,花椒小茴,,,huajiaoxiaohui,,,,,,
5734,huajiaoxiezi,,,花椒叶子,,,huajiaoxiezi,,,,,,
6041,huajiaoyan,,,花椒盐,,,huajiaoyan,,,,,,
5512,huajiaoyou,,,花椒油,,,huajiaoyou,,,,,,
7383,hualei,,,花蕾,,,hualei,,,,,,
5050,hualianyu,,,花鲢鱼,,,hualianyu,,,,,,
6942,huamei,,,话梅,,,huamei,,,,,,
6269,huangbingtang,,,黄冰糖,,,huangbingtang,,,,,,
5901,huangcaijiao,,,黄彩椒,,,huangcaijiao,,,,,,
6557,huangciyu,,,黄刺鱼,,,huangciyu,,,,,,
6252,huangdoujiang,,,黄豆酱,,,huangdoujiang,,,,,,
5998,huangdoushi,,,黄豆豉,,,huangdoushi,,,,,,
6422,huangdousuanrongjiang,,,黄豆蒜蓉酱,,,huangdousuanrongjiang,,,,,,
5337,huangfeihongxiangcuijiao,,,黄飞鸿香脆椒,,,huangfeihongxiangcuijiao,,,,,,
6196,huangguasui,,,黄瓜碎,,,huangguasui,,,,,,
6253,huangguatiao,,,黄瓜条,,,huangguatiao,,,,,,
7124,huanghuacai,,,黄花菜,,,huanghuacai,,,,,,
4881,huanghuayu,,,黄花鱼,,,huanghuayu,,,,,,
5028,huangjiangfen,,,黄姜粉,,,huangjiangfen,,,,,,
5526,huangjiao,,,黄椒,,,huangjiao,,,,,,
4927,huangjinqiyiguo,,,黄金奇异果,,,huangjinqiyiguo,,,,,,
6730,huangkalifen,,,黄咖喱粉,,,huangkalifen,,,,,,
5187,huanglaojiu,,,黄老酒,,,huanglaojiu,,,,,,
6693,huangmifen,,,黄米粉,,,huangmifen,,,,,,
5779,huangniurou,,,黄牛肉,,,huangniurou,,,,,,
4765,huangqi,,,黄芪,,,huangqi,,,,,,
6971,huangqiukui,,,黄秋葵,,,huangqiukui,,,,,,
6522,huangsa,,,黄洒,,,huangsa,,,,,,
6903,huangseqiaokeli,,,黄色巧克力,,,huangseqiaokeli,,,,,,
6413,huangsesesu,,,黄色色素,,,huangsesesu,,,,,,
5991,huangshankaosun,,,黄山烤笋,,,huangshankaosun,,,,,,
5995,huangshizijiao,,,黄柿子椒,,,huangshizijiao,,,,,,
6987,huangtaoguantou,,,黄桃罐头,,,huangtaoguantou,,,,,,
5875,huangtaorou,,,黄桃肉,,,huangtaorou,,,,,,
5212,huangtaoyeguoguantou,,,黄桃椰果罐头,,,huangtaoyeguoguantou,,,,,,
5913,huangyangcong,,,黄洋葱,,,huangyangcong,,,,,,
6272,huangyouhuozhuyou,,,黄油或猪油,,,huangyouhuozhuyou,,,,,,
5082,huangyouli,,,黄油粒,,,huangyouli,,,,,,
6397,huaqican,,,花旗参,,,huaqican,,,,,,
5239,huashengmi,,,花生米,,,huashengmi,,,,,,
4939,huashengsui,,,花生碎,,,huashengsui,,,,,,
5931,huaxiao,,,花胶,,,huaxiao,,,,,,
5329,huaxie,,,花蟹,,,huaxie,,,,,,
6067,huayecai,,,花椰菜,,,huayecai,,,,,,
6626,huazigu,,,滑子菇,,,huazigu,,,,,,
6201,huaziyu,,,华子鱼,,,huaziyu,,,,,,
5285,hudiemian,,,蝴蝶面,,,hudiemian,,,,,,
4787,hudou,,,胡豆,,,hudou,,,,,,
6215,hugua,,,瓠瓜,,,hugua,,,,,,
6096,huixianggeng,,,茴香梗,,,huixianggeng,,,,,,
4709,huixiangzi1,,,茴香子,,,huixiangzi1,,,,,,
6997,huiyu,,,鮰鱼,,,huiyu,,,,,,
5278,hujiao,,,胡椒,,,hujiao,,,,,,
5316,hujiaoli,,,胡椒粒,,,hujiaoli,,,,,,
4940,hujiaomian,,,胡椒面,,,hujiaomian,,,,,,
6308,hujiaomo,,,胡椒末,,,hujiaomo,,,,,,
5671,hujiaosui,,,胡椒碎,,,hujiaosui,,,,,,
5763,hujiaozonghediaoweiliao,,,胡椒综合调味料,,,hujiaozonghediaoweiliao,,,,,,
4665,hulajiaofen,,,糊辣椒粉,,,hulajiaofen,,,,,,
7043,hulugua,,,葫芦瓜,,,hulugua,,,,,,
7087,huluobuding,,,胡萝卜丁,,,huluobuding,,,,,,
7278,huluobuni,,,胡萝卜泥,,,huluobuni,,,,,,
5105,huluobupaocai,,,胡萝卜泡菜,,,huluobupaocai,,,,,,
4631,huluobupian,,,胡萝卜片,,,huluobupian,,,,,,
5418,huluobuqingdouyumi,,,胡萝卜青豆玉米,,,huluobuqingdouyumi,,,,,,
7081,huluobusi,,,胡萝卜丝,,,huluobusi,,,,,,
5132,huluobuzhazi,,,胡萝卜渣滓,,,huluobuzhazi,,,,,,
7243,huluobuzhi,,,胡萝卜汁,,,huluobuzhi,,,,,,
7281,hunanchangqingjiao,,,湖南长青椒,,,hunanchangqingjiao,,,,,,
7107,hunanjiao,,,湖南椒,,,hunanjiao,,,,,,
5589,huoguodiliao,,,火锅底料,,,huoguodiliao,,,,,,
4762,huolongguohongxin,,,火龙果红心,,,huolongguohongxin,,,,,,
6451,huolongguohuhu,,,火龙果糊糊,,,huolongguohuhu,,,,,,
6074,huolongguopi,,,火龙果皮,,,huolongguopi,,,,,,
7162,huolongguozhi,,,火龙果汁,,,huolongguozhi,,,,,,
5536,huotuiding,,,火腿丁,,,huotuiding,,,,,,
4884,huotuimo,,,火腿末,,,huotuimo,,,,,,
6531,huotuipian,,,火腿片,,,huotuipian,,,,,,
5609,jiacengjibiaomianyonghuangyou,,,夹层及表面用黄油,,,jiacengjibiaomianyonghuangyou,,,,,,
6907,jiacengjibiaomianyonglianru,,,夹层及表面用炼乳,,,jiacengjibiaomianyonglianru,,,,,,
6642,jiachangchaocai,,,家常炒菜,,,jiachangchaocai,,,,,,
6150,jiafanjiu,,,加饭酒,,,jiafanjiu,,,,,,
6697,jialediaoweijifen,,,家乐调味鸡粉,,,jialediaoweijifen,,,,,,
6549,jialefanqiejiang,,,家乐番茄酱,,,jialefanqiejiang,,,,,,
5974,jialejiangyou,,,家乐酱油,,,jialejiangyou,,,,,,
6305,jialejifen,,,家乐鸡粉,,,jialejifen,,,,,,
6142,jialejifendiaowei,,,家乐鸡粉调味,,,jialejifendiaowei,,,,,,
6007,jialejifendiaoweiliao,,,家乐鸡粉调味料,,,jialejifendiaoweiliao,,,,,,
6300,jialejijing,,,家乐鸡精,,,jialejijing,,,,,,
4953,jialelaomujitangkouweinongtangbao,,,家乐老母鸡汤口味浓汤宝,,,jialelaomujitangkouweinongtangbao,,,,,,
5063,jialeniurounongtangbao,,,家乐牛肉浓汤宝,,,jialeniurounongtangbao,,,,,,
6716,jialenongjifen,,,家乐浓鸡粉,,,jialenongjifen,,,,,,
6770,jialenongtangbao,,,家乐浓汤宝,,,jialenongtangbao,,,,,,
6806,jialenongtangbaoqingjijingtangkouwei,,,家乐浓汤宝清鸡靓汤口味,,,jialenongtangbaoqingjijingtangkouwei,,,,,,
4973,jialenongtangbaowentunzhuanyong,,,家乐浓汤宝炆炖专用,,,jialenongtangbaowentunzhuanyong,,,,,,
5034,jialepaihaixianjiang,,,家乐牌海鲜酱,,,jialepaihaixianjiang,,,,,,
4774,jialepaijifen,,,家乐牌鸡粉,,,jialepaijifen,,,,,,
5098,jialepainongtangbao,,,家乐牌浓汤宝,,,jialepainongtangbao,,,,,,
7082,jialerechaoxianludiaoweiliao,,,家乐热炒鲜露调味料,,,jialerechaoxianludiaoweiliao,,,,,,
6561,jialezhugunongtangkouweinongtangbao,,,家乐猪骨浓汤口味浓汤宝,,,jialezhugunongtangkouweinongtangbao,,,,,,
6069,jialezhugutangkouweinongtangbao,,,家乐猪骨汤口味浓汤宝,,,jialezhugutangkouweinongtangbao,,,,,,
6869,jialibaobaogumi,,,嘉利宝爆谷米,,,jialibaobaogumi,,,,,,
5200,jialibaocaomeibaogumi,,,嘉利宝草莓爆谷米,,,jialibaocaomeibaogumi,,,,,,
5645,jialou,,,假篓,,,jialou,,,,,,
6105,jian,,,碱,,,jian,,,,,,
5227,jiandan,,,煎蛋,,,jiandan,,,,,,
5029,jiandao,,,剪刀,,,jiandao,,,,,,
6778,jiang1,,,酱,,,jiang1,,,,,,
6802,jiangbingfen,,,姜饼粉,,,jiangbingfen,,,,,,
6824,jiangcong,,,姜葱,,,jiangcong,,,,,,
5876,jiangdoufu,,,酱豆腐,,,jiangdoufu,,,,,,
7196,jiangdougan,,,豇豆干,,,jiangdougan,,,,,,
6518,jiangfen,,,姜粉,,,jiangfen,,,,,,
6562,jianghaixianfengwei,,,酱海鲜风味,,,jianghaixianfengwei,,,,,,
7137,jianghesuan,,,姜和蒜,,,jianghesuan,,,,,,
5465,jianghuangfen,,,姜黄粉,,,jianghuangfen,,,,,,
7193,jiangkuai,,,姜块,,,jiangkuai,,,,,,
4958,jiangli,,,姜粒,,,jiangli,,,,,,
5711,jiangliao,,,酱料,,,jiangliao,,,,,,
4788,jiangmi,,,江米,,,jiangmi,,,,,,
5815,jiangmo,,,姜末,,,jiangmo,,,,,,
6766,jiangpian,,,姜片,,,jiangpian,,,,,,
5454,jiangrou,,,酱肉,,,jiangrou,,,,,,
5372,jiangroudiaoliaobao,,,酱肉调料包,,,jiangroudiaoliaobao,,,,,,
5183,jiangshui,,,浆水,,,jiangshui,,,,,,
5010,jiangsi,,,姜丝,,,jiangsi,,,,,,
5846,jiangsuan,,,姜蒜,,,jiangsuan,,,,,,
6976,jiangsuanmo,,,姜蒜末,,,jiangsuanmo,,,,,,
5013,jiangsuansui,,,姜蒜碎,,,jiangsuansui,,,,,,
5060,jiangtangyubanfen,,,姜糖预拌粉,,,jiangtangyubanfen,,,,,,
4896,jiangtangzhihuozhefengmi,,,姜糖汁或者蜂蜜,,,jiangtangzhihuozhefengmi,,,,,,
7054,jianguo,,,坚果,,,jianguo,,,,,,
6212,jianguoren,,,坚果仁,,,jianguoren,,,,,,
6820,jianguosui,,,坚果碎,,,jianguosui,,,,,,
6291,jiangxiangrou,,,酱香肉,,,jiangxiangrou,,,,,,
6375,jiangxiangxian,,,酱香鲜,,,jiangxiangxian,,,,,,
5551,jiangxiangxianjiangyou,,,酱香鲜酱油,,,jiangxiangxianjiangyou,,,,,,
6494,jiangyipian,,,姜一片,,,jiangyipian,,,,,,
5217,jiangzhi,,,姜汁,,,jiangzhi,,,,,,
6762,jiangzhisuanni,,,姜汁蒜泥,,,jiangzhisuanni,,,,,,
5720,jiangzhuroumixianmaozi,,,酱猪肉米线帽子,,,jiangzhuroumixianmaozi,,,,,,
4759,jianjiao,,,尖椒,,,jianjiao,,,,,,
5435,jianjidan,,,煎鸡蛋,,,jianjidan,,,,,,
6827,jianlajiao,,,尖辣椒,,,jianlajiao,,,,,,
4862,jianshui,,,枧水,,,jianshui,,,,,,
6284,jianshui1,,,碱水,,,jianshui1,,,,,,
4966,jiaogua,,,角瓜,,,jiaogua,,,,,,
5477,jiaomian,,,椒面,,,jiaomian,,,,,,
6065,jiaosi,,,椒丝,,,jiaosi,,,,,,
6774,jiaotangfen,,,焦糖粉,,,jiaotangfen,,,,,,
6423,jiaotangjiang,,,焦糖酱,,,jiaotangjiang,,,,,,
5668,jiaotangmeiguijiang,,,焦糖玫瑰酱,,,jiaotangmeiguijiang,,,,,,
4795,jiaoyanfen,,,椒盐粉,,,jiaoyanfen,,,,,,
4874,jiaozifen,,,饺子粉,,,jiaozifen,,,,,,
5855,jiaoziliaobao,,,饺子料包,,,jiaoziliaobao,,,,,,
5403,jiaozipi,,,饺子皮,,,jiaozipi,,,,,,
5167,jiaozixian,,,饺子馅,,,jiaozixian,,,,,,
5576,jiaxindoufu,,,夹心豆腐,,,jiaxindoufu,,,,,,
5304,jiaxinjifumian,,,夹心及覆面,,,jiaxinjifumian,,,,,,
5186,jiaxinrou,,,夹心肉,,,jiaxinrou,,,,,,
4635,jiazhoufengweihuotui,,,加州风味火腿,,,jiazhoufengweihuotui,,,,,,
5565,jiazhouhetao,,,加州核桃,,,jiazhouhetao,,,,,,
5844,jiazhoulizi,,,加州李子,,,jiazhoulizi,,,,,,
7333,jibiantui,,,鸡边腿,,,jibiantui,,,,,,
6117,jibo,,,鸡脖,,,jibo,,,,,,
6830,jichang,,,鸡肠,,,jichang,,,,,,
6184,jichigen,,,鸡翅根,,,jichigen,,,,,,
5160,jichijian,,,鸡翅尖,,,jichijian,,,,,,
6333,jichizhong,,,鸡翅中,,,jichizhong,,,,,,
4700,jicuigu,,,鸡脆骨,,,jicuigu,,,,,,
4760,jidan1,,,雞蛋,,,jidan1,,,,,,
6679,jidangan,,,鸡蛋干,,,jidangan,,,,,,
6116,jidanke,,,鸡蛋壳,,,jidanke,,,,,,
7324,jidanpi,,,鸡蛋皮,,,jidanpi,,,,,,
5294,jidanqing,,,鸡蛋清,,,jidanqing,,,,,,
4949,jidanye,,,鸡蛋液,,,jidanye,,,,,,
4785,jidanyige,,,鸡蛋一个,,,jidanyige,,,,,,
5492,jidaxiong,,,鸡大胸,,,jidaxiong,,,,,,
6147,jiecaigeda,,,芥菜疙瘩,,,jiecaigeda,,,,,,
4934,jielan1,,,芥兰,,,jielan1,,,,,,
4732,jiemo1,,,芥末,,,jiemo1,,,,,,
5071,jiemoyou,,,芥末油,,,jiemoyou,,,,,,
